,hour,station,interval,mu,sigma,ks_statistic,ks_pvalue,n_samples
641,5,TAH,25-50,-3.6173970893495353,13.041187480268794,0.04959759957166676,2.0206213502077284e-06,2798
642,5,TAH,50-100,-10.911395353007308,17.20442180533744,0.013449255020185902,0.9000224642010033,1779
643,5,TAH,100-150,,,,,0
644,5,TAH,150-250,,,,,0
645,5,GAM,0-25,3.3797793409352335,8.941470287061955,0.0780248605594952,1.2726369206512026e-21,3999
646,5,GAM,25-50,-2.9575321143756557,13.807440947638144,0.023844736726442883,0.22501374896422077,1906
647,5,GAM,50-100,-5.3409219478827366,16.943662815405737,0.021571007207230375,0.35310080678121303,1842
648,5,GAM,100-150,0.35380421649484634,21.936200799325512,0.06448607648221438,0.7903325072564029,97
649,5,GAM,150-250,,,,,0
650,5,IZT,0-25,0.5481540988297872,7.643369602036921,0.08771555537479886,2.7707443974848323e-31,4606
651,5,IZT,25-50,-3.1602949634226,13.001328966654595,0.014541060110490278,0.8977168313917053,1531
652,5,IZT,50-100,1.745102691255205,16.935735223032367,0.015905697370612648,0.7824359891596337,1681
653,5,IZT,100-150,14.072118475728155,18.07821873663281,0.07036416973598958,0.6612246367359563,103
654,5,IZT,150-250,,,,,0
655,5,CCA,0-25,1.6916445958455695,7.960863588693478,0.04175190046573818,2.023435338519463e-06,3950
656,5,CCA,25-50,-1.0176121379837069,12.117924019428099,0.012707737792629903,0.904880943293968,1964
657,5,CCA,50-100,0.6574516132542038,17.0709594218282,0.018223764462286518,0.506993867767165,2022
658,5,CCA,100-150,12.950670107382551,18.049243729464337,0.08982333927191544,0.1699096265144442,149
659,5,CCA,150-250,,,,,0
660,5,HGM,0-25,0.5779923693812452,7.844884914227053,0.06510230411199158,7.440938029000894e-15,3911
661,5,HGM,25-50,0.20313312808539025,11.93388521823526,0.012509474051262903,0.9708034494666616,1499
662,5,HGM,50-100,7.241277236793039,16.76242723972606,0.014995613238055316,0.8567824356429089,1609
663,5,HGM,100-150,24.073223400000003,18.775058245716146,0.06721096271546478,0.12145088269166893,305
664,5,HGM,150-250,47.382936666666666,17.27844067007848,0.379951088184442,0.2760404061764288,6
665,5,LPR,0-25,3.3176929035533353,8.105487179724758,0.09654069782122121,2.3336892036082735e-35,4303
666,5,LPR,25-50,4.0546564652970565,13.024026577264358,0.04881105931691887,0.0003616836768600603,1801
667,5,LPR,50-100,8.817495401319736,17.95028382646604,0.0350364319918639,0.03259976593979863,1667
668,5,LPR,100-150,11.638103969072166,24.360612732041016,0.06898309451260387,0.7187643261524965,97
669,5,LPR,150-250,,,,,0
670,5,MGH,0-25,1.7312325682779126,7.976377121849277,0.055466042102565116,1.3892774970039967e-12,4541
671,5,MGH,25-50,-0.3008624619347456,12.63486785621719,0.016860756875444638,0.696754316483841,1747
672,5,MGH,50-100,2.917472872695852,17.114996377942486,0.020269450601017758,0.46759568976350874,1736
673,5,MGH,100-150,17.89785002247191,17.67029100882076,0.0630229949230397,0.8492669848318863,89
674,5,MGH,150-250,,,,,0
675,5,CAM,0-25,-1.4790595818055379,8.650682057344184,0.120724000143215,1.0678712801818047e-34,2696
676,5,CAM,25-50,-4.547104865384616,16.082213581030974,0.026280588292623364,0.6442748533276527,780
677,5,CAM,50-100,0.03142444372990323,20.641776411249545,0.01856487354173464,0.8985835028610409,933
678,5,CAM,100-150,7.814794984375,25.576220039793917,0.06285197392618902,0.6689510874943865,128
679,5,CAM,150-250,,,,,0
680,5,FAC,0-25,-0.8563076393218341,9.079794079059727,0.06244168854554455,1.1336777980942897e-15,4493
681,5,FAC,25-50,-2.707804139233038,13.505456177047446,0.019940638802026622,0.5040888620036292,1695
682,5,FAC,50-100,-0.38581017976190507,17.599227482209656,0.017437309771408283,0.6798614615846994,1680
683,5,FAC,100-150,18.26617082978723,19.968768886203616,0.08338477015108103,0.872447769147881,47
684,5,FAC,150-250,,,,,0
685,5,TLA,0-25,-0.7958023714126469,7.426797298855429,0.08127061170797806,8.529153827633271e-29,4934
686,5,TLA,25-50,-2.0397126808641977,12.385576618495394,0.01794028008971016,0.6673346874393709,1620
687,5,TLA,50-100,2.5898400731707314,15.441498696358693,0.012742259838874281,0.978591095012455,1353
688,5,TLA,100-150,24.413047133333333,15.298607101209672,0.09312548395561704,0.935593947843191,30
689,5,TLA,150-250,,,,,0
690,5,MER,0-25,-3.180150480664048,8.245161818356618,0.08498749633035507,6.394232451174971e-29,4531
691,5,MER,25-50,-4.158926686800895,14.265852909735687,0.020007261601266563,0.6488192816786391,1341
692,5,MER,50-100,1.8737976617210683,18.258730954330364,0.01652554762213687,0.7403619798529049,1685
693,5,MER,100-150,9.678781723214287,20.878662668282814,0.04996711358240069,0.9291909414302065,112
694,5,MER,150-250,,,,,0
695,5,XAL,0-25,0.011746687257263123,7.149858278777215,0.0908792409894355,1.3750601553071666e-34,4750
696,5,XAL,25-50,-1.9191540289855071,12.108113756254493,0.03704706165878535,0.014165752968018207,1794
697,5,XAL,50-100,1.250537474530831,15.301615783193206,0.047327143453028964,0.0024187700409337835,1492
698,5,XAL,100-150,1.0005597500000025,11.750282498303836,0.19008293993518666,0.8863358464946576,8
699,5,XAL,150-250,,,,,0
700,5,LLA,0-25,-0.7781172946430303,7.340570526106454,0.056851166754816884,3.372348271823016e-13,4541
701,5,LLA,25-50,-2.623619027472527,11.698432005707058,0.02437002297344626,0.22619424629529472,1820
702,5,LLA,50-100,2.2394834516547695,14.430145711571564,0.023469896098135434,0.35843701989652976,1541
703,5,LLA,100-150,25.34896455102041,13.900272478305915,0.13883342571577156,0.27511218082391964,49
704,5,LLA,150-250,,,,,0
705,5,TLI,0-25,0.36188618868383066,8.006233354506925,0.08241538667524384,5.273280254543002e-25,4156
706,5,TLI,25-50,-4.292460499415888,12.943980470715434,0.013457214494539654,0.9115928081261416,1712
707,5,TLI,50-100,-3.8358908439811703,17.995648698119318,0.021996103809581335,0.4615393221119237,1487
708,5,TLI,100-150,11.555829243243243,24.1308226239946,0.17596778923441184,0.01784632280534025,74
709,5,TLI,150-250,,,,,0
710,5,UAX,0-25,0.3719733992824039,7.830459282788529,0.0422728738465003,3.3632250940501096e-06,3711
711,5,UAX,25-50,-0.415971310727497,11.997077171497887,0.03787881101004337,0.018546628320213747,1622
712,5,UAX,50-100,5.722539078116917,18.536606601757878,0.031473117009312324,0.04252146377905275,1933
713,5,UAX,100-150,22.970010285714284,23.620762644608913,0.052099272303950395,0.754526355780415,161
714,5,UAX,150-250,,,,,0
715,5,BJU,0-25,2.1038489490191385,8.97017707728967,0.0567247842238795,8.560658904565174e-10,3344
716,5,BJU,25-50,0.6299343272371002,12.727838780556102,0.018695469269359832,0.6512280737443081,1531
717,5,BJU,50-100,1.9666930601635515,17.390228288435075,0.022556790620829575,0.3432961353747578,1712
718,5,BJU,100-150,9.739513504132232,17.453644165198654,0.06134419003510577,0.7290682315775477,121
719,5,BJU,150-250,,,,,0
720,5,MPA,0-25,2.0485302857142855,4.146313543591661,0.2772097431409183,0.5625401873577093,7
721,5,MPA,25-50,3.872741364633174,10.692898484280763,0.029348321455212933,0.00034619891212370955,5016
722,5,MPA,50-100,-5.866663022048364,15.194872043819009,0.01574206651525123,0.48388498147636627,2812
723,5,MPA,100-150,-17.647304999999996,5.878684999999997,0.3413447460685429,0.9332490989253873,2
724,5,MPA,150-250,,,,,0
725,5,MON,0-25,2.397444025829741,9.121199620905868,0.0983621999483924,1.0289006410845484e-31,3712
726,5,MON,25-50,-2.7512564736367735,12.71322796435286,0.021399240727673408,0.2578031464986187,2219
727,5,MON,50-100,-0.9144087551999995,14.050771276356926,0.017345959755141305,0.618902709431109,1875
728,5,MON,100-150,11.77459642857143,11.040671991169647,0.23674247966941453,0.7495405226281417,7
729,5,MON,150-250,,,,,0
730,5,NEZ,0-25,-0.12008132969132831,8.571662373334274,0.05124398355383064,4.791936744095131e-09,3771
731,5,NEZ,25-50,-6.688458219817767,13.113681235337975,0.02495601463950181,0.22043727973759897,1756
732,5,NEZ,50-100,-6.156985956634305,17.094462097107606,0.020658144244688037,0.5180225308603066,1545
733,5,NEZ,100-150,8.615317785714284,14.78752667487217,0.1499734957011975,0.8662698827150889,14
734,5,NEZ,150-250,,,,,0
735,5,INN,0-25,6.077193184615385,7.888490729060034,0.09506133833592617,0.5669417590561987,65
736,5,INN,25-50,3.143821190073193,10.855447200442883,0.036966782635521556,1.2577725788552497e-05,4372
737,5,INN,50-100,-3.7910627807377053,15.612505989258922,0.027658351310020035,0.20880642710728103,1464
738,5,INN,100-150,,,,,0
739,5,INN,150-250,,,,,0
740,5,AJM,0-25,6.1475328101473,8.158798136662119,0.0360077641630237,0.08207996948370788,1222
741,5,AJM,25-50,2.5611795248054476,10.988122381203539,0.030050934302465526,0.0011653475588332784,4112
742,5,AJM,50-100,3.3632651015917605,16.643224714585983,0.016393347265638347,0.6083101918049816,2136
743,5,AJM,100-150,15.260976013157894,18.260518686227744,0.08332390837680226,0.6363388248789144,76
744,5,AJM,150-250,,,,,0
745,5,VIF,0-25,1.5277857140355264,7.269786658572522,0.06060892155303099,3.314902051858879e-13,3997
746,5,VIF,25-50,-5.052548631193451,11.830199444438957,0.024925885758647293,0.10993855788453333,2321
747,5,VIF,50-100,1.6349176767932483,15.88646367404769,0.021910098243281717,0.612019260992168,1185
748,5,VIF,100-150,29.733945428571428,14.132199611173169,0.16864429803748837,0.7617346751506642,14
749,5,VIF,150-250,,,,,0
750,6,UIZ,0-25,0.6687800098151898,7.838370734452878,0.09280134979153909,4.693543328306719e-30,3950
751,6,UIZ,25-50,-3.789060795,13.988146551947727,0.020600221775693095,0.5849733110386064,1400
752,6,UIZ,50-100,-1.7823368351226998,17.448581468791428,0.027491166734733508,0.2728686980672328,1304
753,6,UIZ,100-150,4.801936250000004,4.274803069071392,0.26247712324537176,0.8765896287778447,4
754,6,UIZ,150-250,,,,,0
755,6,AJU,0-25,8.075782651528385,8.469097127455044,0.07359738300389773,7.713699435090817e-06,1145
756,6,AJU,25-50,-0.5046898612419698,13.709340850758853,0.05302819173424389,3.797412169464397e-06,2335
757,6,AJU,50-100,-13.471225910982659,18.983015538054275,0.03278444781037526,0.3037205427581804,865
758,6,AJU,100-150,,,,,0
759,6,AJU,150-250,,,,,0
760,6,ATI,0-25,2.383873456839962,7.520237558015754,0.060821785539290574,1.0376197195446452e-10,3193
761,6,ATI,25-50,3.1069621301504253,11.379026643329512,0.018365011172573553,0.6738169403672734,1529
762,6,ATI,50-100,6.8375502498078395,15.182558886442175,0.019741354450612425,0.6834231549230371,1301
763,6,ATI,100-150,29.521105624999997,16.212852869111842,0.055458646646606935,0.9990618797249532,40
764,6,ATI,150-250,,,,,0
765,6,CUA,0-25,-3.562276346241747,8.824577447588206,0.018453457778950244,0.13512826107137,3938
766,6,CUA,25-50,-3.53465817644363,11.48921464056322,0.02341707831777895,0.17973344427173332,2182
767,6,CUA,50-100,1.4173394332734892,19.643464810989858,0.0178367410426713,0.6555578169324481,1671
768,6,CUA,100-150,21.507057531250002,28.871978669582923,0.1801430300734066,0.22172155616155487,32
769,6,CUA,150-250,,,,,0
770,6,SFE,0-25,2.1168480311254396,7.721617266787059,0.052837910446092984,1.016564646405459e-08,3412
771,6,SFE,25-50,0.879920569419238,12.115285654430748,0.024790791893949615,0.13096271978071894,2204
772,6,SFE,50-100,5.791041607032696,19.541340293714025,0.0338928280098611,0.04716654529061226,1621
773,6,SFE,100-150,27.241337249999997,18.413252554813102,0.07716717073102564,0.8670616986321844,56
774,6,SFE,150-250,,,,,0
775,6,SAG,0-25,0.49964325944357457,7.909558447805304,0.06271205293182497,6.324405636635565e-11,3066
776,6,SAG,25-50,-2.726611825072886,11.786988351270631,0.04383774376338084,0.00994417322899592,1372
777,6,SAG,50-100,-3.7556645618199793,14.2745511015946,0.01815854573701786,0.8865633711737972,1011
778,6,SAG,100-150,,,,,0
779,6,SAG,150-250,,,,,0
780,6,CUT,0-25,3.501274529673908,7.439201734542273,0.09698364796862896,4.007859608099376e-35,4235
781,6,CUT,25-50,-1.305174081763895,12.496725751961648,0.011583641820690632,0.928723545996688,2177
782,6,CUT,50-100,-5.144335055442867,16.091491784482326,0.03247618840598454,0.08640907217412686,1479
783,6,CUT,100-150,-0.3032990000000012,8.08783958313121,0.2922807534119256,0.6942209982449767,5
784,6,CUT,150-250,,,,,0
785,6,PED,0-25,-2.7356716084309194,9.04345977978696,0.055166144382047644,9.668018704734074e-11,3894
786,6,PED,25-50,-5.160645636261891,13.332271386921322,0.022345378038444996,0.3292931666662652,1787
787,6,PED,50-100,-1.8052630842391304,19.423770135340558,0.02240406732882172,0.30953986435685277,1840
788,6,PED,100-150,5.727597153846153,22.50212701117505,0.0553430449517367,0.6127354147195829,182
789,6,PED,150-250,14.707525000000004,0.4221249999999941,0.3413447460685429,0.9332490989253873,2
790,6,TAH,0-25,2.269262512016575,7.9275628843052,0.05998211798669961,1.6862658850560512e-09,2896
791,6,TAH,25-50,-3.603392204992436,12.971223311629743,0.042846976026895245,0.00011778777312062,2644
792,6,TAH,50-100,-10.959460327133478,17.382916703842696,0.010969352962146767,0.9787316647421357,1828
793,6,TAH,100-150,,,,,0
794,6,TAH,150-250,,,,,0
795,6,GAM,0-25,3.7005939443517333,8.981975741586567,0.074706124608386,2.37441328642493e-19,3895
796,6,GAM,25-50,-2.7491708080077184,14.103380063311771,0.028636100811219645,0.06547634487089238,2073
797,6,GAM,50-100,-5.884288677985285,17.557214155947477,0.015217847491315495,0.8018473532967794,1767
798,6,GAM,100-150,1.9975120654205611,20.89423874286532,0.04850922785801148,0.952221888155756,107
799,6,GAM,150-250,,,,,0
800,6,IZT,0-25,0.7937443717192595,7.704310797515482,0.09678680242961185,1.8762526581329368e-37,4538
801,6,IZT,25-50,-2.5105974633699635,13.388625484275742,0.02086715476288975,0.4674089205444727,1638
802,6,IZT,50-100,0.3710954507462683,17.667184069294777,0.016929906592298427,0.7163753211018424,1675
803,6,IZT,100-150,13.446884293333333,17.224799924629924,0.05965260218626503,0.9377326541245987,75
804,6,IZT,150-250,,,,,0
805,6,CCA,0-25,1.6184942579695956,8.029123427198956,0.04183567118581699,2.4375866362298136e-06,3881
806,6,CCA,25-50,-0.9020864559610706,12.479235336042162,0.015274404367835365,0.7177895055041887,2055
807,6,CCA,50-100,1.1176184037018508,17.59866957828542,0.012226872304124475,0.9224803933711294,1999
808,6,CCA,100-150,14.301693872340426,17.78398927869422,0.07391883987304965,0.40461531700490605,141
809,6,CCA,150-250,,,,,0
810,6,HGM,0-25,0.44860261068211066,7.677715470347738,0.06895959295358262,1.6516654525451114e-16,3885
811,6,HGM,25-50,0.05084800254452891,12.420531707313245,0.017631179276704767,0.7059014626924413,1572
812,6,HGM,50-100,6.621585020151132,17.26339099524488,0.014674909148812754,0.8786232714241704,1588
813,6,HGM,100-150,24.60359006617647,19.532437123944444,0.06007031543753033,0.2691977050315705,272
814,6,HGM,150-250,48.963904,15.061025752792004,0.2829083103410255,0.7302093332366212,5
815,6,LPR,0-25,3.4931262956931772,8.136296287565953,0.09803257698369833,2.8684919347475e-35,4162
816,6,LPR,25-50,4.697984284791253,12.856041080976071,0.04652319143477196,0.00031888057565521475,2012
817,6,LPR,50-100,7.513619748295103,18.7137034105209,0.04265292016315353,0.0054844508010280625,1613
818,6,LPR,100-150,12.547865115384615,23.440106514903025,0.08395549485683718,0.6112909152804152,78
819,6,LPR,150-250,,,,,0
820,6,MGH,0-25,1.7964180314434317,7.897534572091685,0.06480996082758905,7.140379263519006e-17,4499
821,6,MGH,25-50,-0.6779438525917926,12.769066124993264,0.01765820002224669,0.6040699031606451,1852
822,6,MGH,50-100,2.9149241329341318,17.57761049032623,0.018301588333557772,0.6239003120003289,1670
823,6,MGH,100-150,17.93977174725275,18.22585286688076,0.08425731447905971,0.5110217299063522,91
824,6,MGH,150-250,,,,,0
825,6,CAM,0-25,-1.1913175161375875,8.457262783620504,0.12076402287302179,6.532741161541237e-35,2711
826,6,CAM,25-50,-3.4750059695121953,16.0076134807373,0.03036880465479108,0.4275856180827887,820
827,6,CAM,50-100,-1.035096691176471,21.38864597550675,0.014294092054664254,0.9885358011124156,952
828,6,CAM,100-150,8.902264853211008,26.830556891278505,0.07649528132033284,0.5214556284823362,109
829,6,CAM,150-250,,,,,0
830,6,FAC,0-25,-1.5987594317066725,8.732651522947831,0.07449978835193172,2.300900088351745e-22,4541
831,6,FAC,25-50,-3.127311255107998,13.806199472630027,0.022375898374986436,0.3525213925587537,1713
832,6,FAC,50-100,-1.3088264966112138,18.173974366798546,0.016403249958617416,0.7685678820186721,1623
833,6,FAC,100-150,18.004337341463415,20.338701311284513,0.1543689989326838,0.25515460398856626,41
834,6,FAC,150-250,,,,,0
835,6,TLA,0-25,-0.5155419251437247,7.576558182774176,0.08221335495956533,1.709609940361573e-29,4940
836,6,TLA,25-50,-2.247281163954189,12.789169576093018,0.02035545924907628,0.49126128182272777,1659
837,6,TLA,50-100,1.5867086825396826,15.788737846041524,0.020253327147388367,0.6419934873624673,1323
838,6,TLA,100-150,28.349274476190473,14.147360944013323,0.14854147374927912,0.6890041722693037,21
839,6,TLA,150-250,,,,,0
840,6,MER,0-25,-2.773292830323197,8.382391613826242,0.08778640620792971,1.4166777636787209e-31,4642
841,6,MER,25-50,-3.937413384889523,14.941082994526168,0.019843676822736356,0.6310825610897068,1403
842,6,MER,50-100,1.5513101059683319,18.89719925255584,0.011372190694284634,0.982126525312319,1642
843,6,MER,100-150,7.65971025203252,20.303869595494426,0.0460335265004031,0.9460254400619846,123
844,6,MER,150-250,,,,,0
845,6,XAL,0-25,0.13144521940810647,7.220133357311062,0.09890851664430045,3.6697347885002442e-40,4663
846,6,XAL,25-50,-2.3867239032581455,12.261494939775348,0.03393431207363562,0.019746445858236133,1995
847,6,XAL,50-100,0.6267030798258345,15.893077442848089,0.050440105783269185,0.0017377427431909149,1378
848,6,XAL,100-150,-2.2507434285714316,16.390791980431718,0.24844745746573466,0.6957962805759008,7
849,6,XAL,150-250,,,,,0
850,6,LLA,0-25,-0.4532167540905117,7.385359416862967,0.06672607325091323,3.767648224138461e-18,4574
851,6,LLA,25-50,-2.7097174575197895,11.658255901499617,0.024497134652215702,0.20216491441102902,1895
852,6,LLA,50-100,2.2164054903010033,14.76833209559551,0.013721649357234189,0.9372726202986652,1495
853,6,LLA,100-150,26.97114248979592,13.908867394834086,0.10925551026803709,0.5649676861926456,49
854,6,LLA,150-250,,,,,0
855,6,TLI,0-25,0.4579343481028014,7.936821790770844,0.08133763823279683,4.517027403916044e-24,4105
856,6,TLI,25-50,-4.0004078154111555,13.679516855442925,0.01197856595812885,0.961699848365127,1739
857,6,TLI,50-100,-4.166192343214757,18.479329294169585,0.02090275825279908,0.5141307318529094,1518
858,6,TLI,100-150,12.95119614285714,22.00992641982559,0.14933163288734355,0.14847527299884966,56
859,6,TLI,150-250,,,,,0
860,6,UAX,0-25,0.33770155417490927,7.931217654139361,0.04512610767489461,9.316011314398481e-07,3571
861,6,UAX,25-50,0.8207548726190476,12.121920036320411,0.034384867534482555,0.036776364858222665,1680
862,6,UAX,50-100,5.270250767728675,18.833323450425812,0.031004153542966928,0.046461738928951224,1946
863,6,UAX,100-150,25.375291426829268,23.06452617196143,0.04976809827745643,0.7923397106647146,164
864,6,UAX,150-250,,,,,0
865,6,BJU,0-25,2.418440078748856,8.967456243944282,0.05976695877059324,1.284805062966776e-10,3277
866,6,BJU,25-50,0.20028503549939852,13.097174839483051,0.018176746876029853,0.6354769761613286,1662
867,6,BJU,50-100,1.2104012138057418,17.88923316965394,0.015944409744059307,0.7932966755274552,1637
868,6,BJU,100-150,11.939834806201551,17.901899987408505,0.05674494674198827,0.7787828254391901,129
869,6,BJU,150-250,,,,,0
870,6,MPA,0-25,2.4960421111111106,3.2169904729080927,0.18543028598122863,0.863684063830675,9
871,6,MPA,25-50,3.8113327494019145,10.755801728454175,0.0342231293680163,1.5388033763492205e-05,5016
872,6,MPA,50-100,-6.00232169159544,15.376566693518065,0.01568798823192674,0.48925427737417615,2808
873,6,MPA,100-150,-14.660988333333336,6.485414915190254,0.32862912249931825,0.796068507634636,3
874,6,MPA,150-250,,,,,0
875,6,MON,0-25,2.3569913608684994,9.419299396975353,0.11207296051140431,1.2208698109996208e-40,3673
876,6,MON,25-50,-2.4425023054101223,12.901572712553692,0.02048187079754671,0.2875042663973115,2292
877,6,MON,50-100,-1.5014406922240344,14.129277848388403,0.01814760094927481,0.5735472008964027,1839
878,6,MON,100-150,17.959242,11.029296849055632,0.18471583638473899,0.866621981175292,9
879,6,MON,150-250,,,,,0
880,6,NEZ,0-25,-0.25432549095276413,8.645176860654843,0.058731229086752434,1.296376628587432e-11,3726
881,6,NEZ,25-50,-6.133419017136539,13.292702542812487,0.022301993870650072,0.3244762753517938,1809
882,6,NEZ,50-100,-6.147285572355613,17.63320984842055,0.02030300669319557,0.5421726713703868,1541
883,6,NEZ,100-150,7.035261,12.616529763510608,0.17122520970591515,0.885044425072744,10
884,6,NEZ,150-250,,,,,0
885,6,INN,0-25,7.56816353125,7.358850390273389,0.14869697787408898,0.4367360597614457,32
886,6,INN,25-50,3.123195709850346,10.982078488624927,0.038540348920167666,3.2521614753544033e-06,4477
887,6,INN,50-100,-4.146775255930986,15.985228023819209,0.022261664095410916,0.48884695433382896,1391
888,6,INN,100-150,,,,,0
889,6,INN,150-250,,,,,0
890,6,AJM,0-25,5.160619196697775,8.479304387503953,0.045247864313399166,0.006456339084905289,1393
891,6,AJM,25-50,2.58728156537283,11.121973801463493,0.02413842781230202,0.020512892377602544,3916
892,6,AJM,50-100,3.895177802875696,17.038941883774097,0.020431529036414875,0.3247088830353416,2156
893,6,AJM,100-150,16.3714180375,17.458125249820924,0.10024186315563188,0.3726870935621761,80
894,6,AJM,150-250,,,,,0
895,6,VIF,0-25,1.622540121840834,7.44835572718338,0.061730869405668076,1.7983049521803292e-13,3933
896,6,VIF,25-50,-4.425232659609797,12.154660445540546,0.025232579387702903,0.09149577418047183,2409
897,6,VIF,50-100,0.836544233419466,15.636188122610223,0.02315991889996616,0.5539759777596748,1161
898,6,VIF,100-150,33.84216438461539,13.528773670968814,0.13619159735033198,0.9428067913786717,13
899,6,VIF,150-250,,,,,0
900,7,UIZ,0-25,0.1635043206010798,8.056677475401603,0.0656423296453188,1.1435405409898095e-14,3797
901,7,UIZ,25-50,-2.807916383391003,13.853910091391725,0.015238890019136808,0.8852402717038594,1445
902,7,UIZ,50-100,-2.085613637931034,17.874610288766743,0.022220417386821623,0.518189216266898,1334
903,7,UIZ,100-150,6.012086666666671,8.603899698455864,0.31716095673608663,0.8363932170085675,3
904,7,UIZ,150-250,,,,,0
905,7,AJU,0-25,8.574699137732507,8.38385901910302,0.07603022827747064,4.019094133813006e-06,1129
906,7,AJU,25-50,-0.6260950172268909,13.854823744597136,0.04310516383697982,0.00027942502306460223,2380
907,7,AJU,50-100,-13.944415216766465,19.176274064163206,0.037488284778981806,0.18642297808082642,835
908,7,AJU,100-150,,,,,0
909,7,AJU,150-250,,,,,0
910,7,ATI,0-25,2.5744757818459583,7.523787131870574,0.06527805825025473,4.390919483564506e-12,3142
911,7,ATI,25-50,3.1782043518862086,11.585001600490106,0.016525097509502262,0.7626738206207309,1617
912,7,ATI,50-100,5.859281474469758,15.287347926784994,0.02087859114992563,0.6279349850335978,1273
913,7,ATI,100-150,32.00711641935484,13.140627599330433,0.0746835827139718,0.9899928487595876,31
914,7,ATI,150-250,,,,,0
915,7,CUA,0-25,-3.389179348474488,8.869619894960115,0.025010787243486488,0.016898760690530396,3802
916,7,CUA,25-50,-3.463206769885155,11.570129943713768,0.020238128061216,0.28674407889633813,2351
917,7,CUA,50-100,0.8498130634533251,20.15696408182878,0.02111683777204887,0.4517617580020269,1639
918,7,CUA,100-150,21.582846533333335,27.733947193981855,0.18511138241819225,0.22566443716424867,30
919,7,CUA,150-250,,,,,0
920,7,SFE,0-25,2.208076655884969,7.7312429872747215,0.055826787740282935,1.4065975285515187e-09,3373
921,7,SFE,25-50,0.789796035482475,12.19976241144048,0.014090982986781797,0.7428766066137131,2311
922,7,SFE,50-100,4.54026127388535,20.032560195677643,0.0376379646593199,0.02280213968008964,1570
923,7,SFE,100-150,28.91464894736842,15.8549661209538,0.13859168866632482,0.42067077117602736,38
924,7,SFE,150-250,,,,,0
925,7,SAG,0-25,0.7024513796022426,7.9843492258479,0.07134822218849446,7.240872051381945e-14,3032
926,7,SAG,25-50,-2.4272981269284712,12.17221305135961,0.045662936848099966,0.005062680247648313,1426
927,7,SAG,50-100,-3.392189584247258,14.369376092142707,0.013499654650516724,0.9920463748991282,1003
928,7,SAG,100-150,,,,,1
929,7,SAG,150-250,,,,,0
930,7,CUT,0-25,3.4079356658668254,7.5512096479946464,0.09976530436007791,6.921896892613168e-37,4205
931,7,CUT,25-50,-1.3493529673344946,12.51337630916514,0.012242954194373046,0.8771490374131454,2296
932,7,CUT,50-100,-6.310015461760462,16.056933183740504,0.03001329382406917,0.16129837110674217,1386
933,7,CUT,100-150,3.679950000000001,9.076262040442165,0.34593859409014016,0.29869551228891356,7
934,7,CUT,150-250,,,,,0
935,7,PED,0-25,-2.1828645728007423,8.926791073835265,0.05621564009438523,8.293904550187851e-11,3774
936,7,PED,25-50,-5.163897223553934,13.344508274256706,0.017828114826010266,0.5691323623838267,1919
937,7,PED,50-100,-2.5194276059085845,19.618440334763687,0.013435902040182968,0.8979378209631377,1794
938,7,PED,100-150,9.209868024752476,22.714065565095666,0.05343678427709564,0.5921795072204331,202
939,7,PED,150-250,17.169205000000005,2.634465000000006,0.3413447460685429,0.9332490989253873,2
940,7,TAH,0-25,3.708207464123867,7.4469670975669615,0.04768489720390162,1.1352739421320907e-05,2648
941,7,TAH,25-50,-2.646933872193437,13.25639384952517,0.05006488333827708,9.566527032464933e-07,2895
942,7,TAH,50-100,-11.08883335729967,17.65612002966921,0.016581007127604686,0.6918165623845625,1822
943,7,TAH,100-150,-5.662172499999997,1.5979825000000005,0.3413447460685429,0.9332490989253873,2
944,7,TAH,150-250,,,,,0
945,7,GAM,0-25,3.936485297668517,9.052062774204547,0.0724444844450225,1.0373930577091606e-17,3783
946,7,GAM,25-50,-2.0838797211672073,14.182310147341186,0.023538305229140022,0.1798346460205651,2159
947,7,GAM,50-100,-5.976480887777779,17.969062766699018,0.01223971037708993,0.9471850134599937,1800
948,7,GAM,100-150,0.5714785773195873,21.773388032591807,0.06526988561960556,0.7782259503948976,97
949,7,GAM,150-250,,,,,0
950,7,IZT,0-25,0.4584694580404662,7.845314444300078,0.09914346811969355,2.3325506537052763e-39,4547
951,7,IZT,25-50,-2.2482976369346734,13.232375131453605,0.020435984339863322,0.5127129374615484,1592
952,7,IZT,50-100,0.11030570833333285,17.85713639421855,0.01959277204580817,0.5234916779147001,1704
953,7,IZT,100-150,12.394308851851852,15.975591115107168,0.08079154175840347,0.6360303955223481,81
954,7,IZT,150-250,,,,,0
955,7,CCA,0-25,1.738473797419015,7.771626824143727,0.04383549454018004,8.884999888722512e-07,3797
956,7,CCA,25-50,-0.2510942589118199,12.42071566762299,0.012176600468089438,0.9060859845225643,2132
957,7,CCA,50-100,1.1009052543640896,17.84851268124418,0.019632429596251,0.4169326786876091,2005
958,7,CCA,100-150,14.654232074829935,17.79032339406782,0.04469522736077225,0.9178453731769313,147
959,7,CCA,150-250,,,,,0
960,7,HGM,0-25,0.6942430966123977,7.765889296623946,0.06929626819028661,3.064198948297287e-16,3783
961,7,HGM,25-50,0.6457379302915083,12.227288918777022,0.02337990922439559,0.3489108879761139,1578
962,7,HGM,50-100,6.853068874172186,17.65014351747696,0.015364186890729187,0.8219487564817733,1661
